SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.9194006023861249,-1.494697645362677,-0.924300998820241,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
1,-1.0008993990172337,0.9001765632816843,-0.690823903766056,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.38965842428391806,-1.5063232483172613,-0.8196153629766515,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-1.041648797332788,0.3288612180849715,-0.7960369231655324,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.38965842428391806,0.6394308970145799,-0.1466739456647117,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,1.607062093178246,0.8619781535737647,1.9120336876850696,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,-0.1044126360750375,0.6693253046120825,0.11165609946065297,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
1,-0.06366323775948311,-0.48493098873592827,-0.3171946287348741,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False
0,-1.2046463905950056,1.426650297082144,-0.8738040233440512,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1,-0.3489090259683637,-1.4847328428301763,-0.8094852038406535,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1.1995681100227022,0.3089316130199696,1.0531016696636128,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False
0,0.1808331521338431,-0.8237342748409557,-0.3748991794748543,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1.1995681100227022,-1.5212704521160125,-0.5177981488054297,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,-0.8786512040705705,0.2823588062666342,-0.6636636506378703,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.9194006023861249,-0.9549375081855498,-0.847259051031067,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,0.1808331521338431,1.2256934460100444,0.5465058156043956,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1,1.607062093178246,-1.3252960023101632,-0.224990403713946,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,-0.5526560175461356,0.6560389012354145,-0.2856175383261339,True,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.2861451872261143,-1.5079840487393448,-1.0030129945363906,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-0.38965842428391806,0.2873412075328848,-0.2896608122546017,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
1,0.4253295420271693,1.4797959105888148,1.1112017580705082,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,0.5475777369738324,0.9931813869183589,0.9321989894764948,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False
0,-0.9601500007016792,-1.4814112419860093,-0.9307174987502007,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.3489090259683637,-1.5046624478951778,-0.7944987211275284,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,-1.0008993990172337,1.167565431237123,-0.6123316511981926,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,-0.9194006023861249,0.6958981113654179,-0.6342839917119931,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,1.5663126948626918,0.19433638389621016,1.1741142214248734,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False
0,-1.1231475939638966,-1.1459295567251486,-0.9381448171622774,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.34383074539606057,0.6228228927937453,0.4270534401959676,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,1.0365705167604848,0.2192483902274622,0.8475099801269581,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False
0,-1.2046463905950056,0.16444197629870802,-0.9147421718697873,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,1.4033151016004741,-1.5146272504276788,-0.4472386238907015,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,-0.7971524074394618,-1.1343039537705644,-0.8384253764699582,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.2861451872261143,-1.488054443674343,-1.002749302758447,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1.5663126948626918,1.1692262316592064,2.1566297860425414,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,-1.0008993990172337,-0.34044135201466647,-0.819109953735593,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,-0.1859114327061462,0.8719429561062655,0.0799032145332838,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
0,1.5663126948626918,-1.36681601286225,-0.2767618894501964,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.4033151016004741,1.7720967848755051,2.4181900554477145,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,1.2403175083382567,0.8104933404891773,1.4484635420603087,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-1.1231475939638966,0.5181924662024865,-0.8289983954084762,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.1808331521338431,0.461725251851649,0.29670180463253915,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False
0,0.832823525182713,1.5545319295825708,1.5416785855633537,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.8379018057550162,-0.6792446381196942,-0.8004098118164297,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.5255632965471373,-1.5046624478951778,-0.4220560590970925,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,-1.2046463905950056,0.3122532138641368,-0.9107428465709766,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.7564030091239073,0.5862852835079091,-0.4908356645107018,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1.158818711707148,-0.7074782452951129,0.17346984707358687,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,-1.163896992279451,0.7789381324695913,-0.8487313301245851,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2861451872261143,0.8503525506191802,-0.9718094674797372,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
1,-0.9194006023861249,-1.1741631639005676,-0.8835606191279624,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,-0.38965842428391806,-0.32217254737174844,-0.4472386238907015,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,-0.2266608310217006,-1.4747680402976753,-0.7559118242884556,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,1.607062093178246,0.44677804805289767,1.4856440827503494,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0,1.3625657032849199,-0.47994858746967795,0.46704669318407266,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,0.09933435550273437,1.4930823139654827,0.6506860422069266,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,-1.2861451872261143,-0.6543326317884421,-0.9917181967144751,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,-0.8379018057550162,0.2757156045783002,-0.6477102980722855,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,-0.26741022933725495,-0.6759230372755272,-0.5033390496481919,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,-0.5934054158616899,-0.9898143170493026,-0.7447268980406833,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,-1.2046463905950056,-1.1691807626343174,-0.9701394195527613,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1.4033151016004741,-1.476428840719759,-0.42122103513360454,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,-0.8379018057550162,-1.4847328428301763,-0.9129622523686682,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,-0.022913839443928746,0.6958981113654179,0.1436067532214797,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
1,-0.9601500007016792,0.6660037037679153,-0.6835504055577797,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,0.7920741268671586,0.5264964683129039,0.7812793952334699,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.6341548141772443,-1.4930368449405937,-0.8631245063373373,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,1.5255632965471373,-0.6559934322105255,0.4230541148971569,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.7564030091239073,0.6975589117875013,-0.5000429024238975,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,-0.5934054158616899,-0.11623329503339824,-0.5337075527413573,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
0,0.5475777369738324,-0.14114530136465026,0.25998272455389987,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,-0.7971524074394618,1.0961510130875338,-0.4676088137368408,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.5526560175461356,0.455082050163315,-0.3545509639435437,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,-1.2046463905950056,0.2026403860066275,-0.9178625245754526,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0,1.1995681100227022,-1.473107239875592,-0.4761348478903489,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
1,0.22158255044939748,-1.488054443674343,-0.6882089603014491,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-1.041648797332788,-1.519609651693929,-0.9622726148441121,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0.5475777369738324,-0.3105469444171641,0.17008580258997785,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
0,-0.8379018057550162,0.44179564678664707,-0.6120240107905917,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.9194006023861249,-1.5079840487393448,-0.9283662470635374,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,-0.9601500007016792,0.2923236087991349,-0.7020967272731428,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.3489090259683637,-0.46001898240467626,-0.45097425741156844,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.163896992279451,0.8852293594829335,-0.8510386331815912,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.5475777369738324,0.6394308970145799,0.679340548743459,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1.4033151016004741,0.9118021662362689,1.6871924983585362,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False
0,-0.7564030091239073,0.5132100649362364,-0.5119090324313572,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False
0,0.4660789403427237,-1.5079840487393448,-0.668717743048455,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.9601500007016792,-1.526252853382263,-0.9423419112945455,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.2861451872261143,0.5630340775987405,-0.9756110239450901,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.9958211184449305,1.4748135093225647,1.7363490406301796,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,-1.2861451872261143,-1.49137604451851,-1.0027932513881044,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,1.4848138982315828,1.4930823139654827,2.3435213336600325,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,1.3218163049693654,1.4714919084783975,2.2131257494669465,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0.7920741268671586,0.8835685590608495,1.0222277573293888,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
0,-1.163896992279451,-1.4897152440964267,-0.98154408894882,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,-1.2861451872261143,-1.5328960550705968,-1.00334260925882,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,-1.2861451872261143,-0.6393854279896908,-0.9915204278810176,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.607062093178246,1.1343494227954536,2.2502843158421593,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False
0,0.832823525182713,-0.3786397617225862,0.2537420191425691,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False
0,1.607062093178246,0.07309795308411726,1.041521205748925,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,-1.2453957889105598,0.15447717376620732,-0.9478354900017028,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1.607062093178246,1.6209639464659096,2.4364946596999624,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-1.2861451872261143,-0.6360638271455238,-0.9914764792513603,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1.4033151016004741,-1.3319392039984972,-0.27318007613312983,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-0.5934054158616899,-1.49137604451851,-0.8327340289293431,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,-1.2453957889105598,0.1777283796753755,-0.9505163564107955,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.8379018057550162,0.30062761090955226,-0.6281092092451482,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
0,0.3845801437116149,0.0498467471749486,0.20256383990669183,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
0,-0.06366323775948311,0.479994056494567,0.12563176369166099,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True
0,1.4848138982315828,-0.37697896130050285,0.6603547407315234,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,1.4033151016004741,0.6576997016574979,1.448749208153081,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0.7513247285516043,-1.5096448491614283,-0.5340151931489582,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.3218163049693654,-1.3352608048426642,-0.30803133945133565,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-0.30815962765280935,-1.4747680402976753,-0.7736450963551593,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1.0365705167604848,1.232336647698378,1.5749257238990695,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0.7920741268671586,1.3103942675363012,1.3973073371392601,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False
1,0.1808331521338431,-0.9416511048088821,-0.43370244595626595,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.163896992279451,-1.3651552124401665,-0.9687770120333864,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,1.2403175083382567,0.8171365421775109,1.4225997735070124,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
0,0.832823525182713,0.9715909814312735,1.1277703914512944,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False
0,-0.022913839443928746,0.7008805126316681,0.18542387434036106,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.1044126360750375,0.9765733826975241,0.14778187303891924,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.8786512040705705,0.9632869793208563,-0.5374651605770528,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.4848138982315828,-0.6227774237688561,0.36018560017244894,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,1.158818711707148,-0.45337578071634227,0.4142424146508767,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0,-0.9601500007016792,1.1061158156200344,-0.6057613310644324,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
